CodeID,CPTCode,Description
18309,87425,"Infectious agent antigen detection by immunoassay technique (eg, enzyme immunoassay ºEIA», enzyme-linked immunosorbent assay ºELISA», fluorescence immunoassay ºFIA», immunochemiluminometric assay ºIMC "
18310,87880,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A "
18311,80203,"Zonisamide "
18312,85307,"Activated Protein C (APC) resistance assay "
18313,87075,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates "
18314,87110,"Culture, chlamydia, any source "
18315,88150,"Cytopathology, slides, cervical or vaginal; manual screening under physician supervision "
18316,80051,"Electrolyte panel This panel must include the following: Carbon dioxide (bicarbonate) (82374) Chloride (82435) Potassium (84132) Sodium (84295) "
18317,87281,"Infectious agent antigen detection by immunofluorescent technique; Pneumocystis carinii "
18318,87493,"Infectious agent detection by nucleic acid (DNA or RNA); Clostridium difficile, toxin gene(s), amplified probe technique "
18319,87522,"Infectious agent detection by nucleic acid (DNA or RNA); hepatitis C, quantification, includes reverse transcription when performed "
18320,87532,"Infectious agent detection by nucleic acid (DNA or RNA); Herpes virus-6, amplified probe technique "
18321,84432,"Thyroglobulin "
18322,84466,"Transferrin "
18323,81205,"BCKDHB (branched-chain keto acid dehydrogenase E1, beta polypeptide) (eg, maple syrup urine disease) gene analysis, common variants (eg, R183P, G278S, E422X) "
18324,82232,"Beta-2 microglobulin "
18325,85007,"Blood count; blood smear, microscopic examination with manual differential WBC count "
18326,84681,"C-peptide "
18327,81219,"CALR (calreticulin) (eg, myeloproliferative disorders), gene analysis, common variants in exon 9 "
18328,83001,"Gonadotropin; follicle stimulating hormone (FSH) "
18329,81364,"HBB (hemoglobin, subunit beta) (eg, sickle cell anemia, beta thalassemia, hemoglobinopathy); full gene sequence "
18330,83690,"Lipase "
18331,84066,"Phosphatase, acid; prostatic "
18332,81001,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, w "
18333,82726,"Very long chain fatty acids "
18334,82306,"Vitamin D; 25 hydroxy, includes fraction(s), if performed "
18335,87197,"Serum bactericidal titer (Schlichter test) "
18336,85660,"Sickling of RBC, reduction "
18337,84300,"Sodium; urine "
18338,86644,"Antibody; cytomegalovirus (CMV) "
18339,86765,"Antibody; rubeola "
18340,86060,"Antistreptolysin 0; titer "
18341,82670,"Estradiol; total "
18342,82693,"Ethylene glycol "
18343,84112,"Evaluation of cervicovaginal fluid for specific amniotic fluid protein(s) (eg, placental alpha microglobulin-1 ºPAMG-1», placental protein 12 ºPP12», alpha-fetoprotein), qualitative, each specimen "
18344,82746,"Folic acid; serum "
18345,82775,"Galactose-1-phosphate uridyl transferase; quantitative "
18346,83630,"Lactoferrin, fecal; qualitative "
18347,80197,"Tacrolimus "
18348,84430,"Thiocyanate "
18349,84443,"Thyroid stimulating hormone (TSH) "
18350,84442,"Thyroxine binding globulin (TBG) "
18351,86900,"Blood typing, serologic; ABO "
18352,82308,"Calcitonin "
18353,82952,"Glucose; tolerance test, each additional beyond 3 specimens (List separately in addition to code for primary procedure) "
18354,85540,"Leukocyte alkaline phosphatase with count "
18355,84105,"Phosphorus inorganic (phosphate); urine "
18356,84510,"Tyrosine "
18357,85810,"Viscosity "
18358,36512,"Therapeutic apheresis; for red blood cells "
18359,80353,"Cocaine "
18360,84439,"T4 FREE "
18361,86329,"TEICHOIC ACID AB ID "
18362,84403,"TESTOSTERONE TOTAL "
18363,80299,"THIOGUANINE LANVIS QN "
18364,84432,"THYROGLOBULIN "
18365,83519,"THYROTROPIN REL HORM RIA "
18366,84437,"THYROXINE T4 NEONATAL "
18367,84157,"TOT PROTEIN BODY FLDS QN "
18368,84155,"TOTAL PROTEIN BLD "
18369,84156,"TOTAL PROTEIN URINE QN "
18370,84510,"TYROSINE "
18371,81479,"UNLISTED MOLPATH & GSP "
18372,80165,"VALPROIC ACID FREE "
18373,84585,"VMA URINE "
18374,87880,"STREP A OPTICAL IA "
18375,88307,"SURG PATH LEVEL 5 "
18376,87186,"SUSC MIC "
18377,86609,"STREP PNEUMO AB QL "
18378,94610,"SURFACTANT "
18379,87187,"SUSC MLC "
18380,80337,"Antidepressants, tricyclic and other cyclicals; 6 or more "
18381,29584,"Application of multi-layer compression system; upper arm, forearm, hand, and fingers "
18382,80369,"Skeletal muscle relaxants; 1 or 2 "
18383,83992,"Phencyclidine (PCP) "
18384,80361,"Opiates, 1 or more "
18385,36514,"Therapeutic apheresis; for plasma pheresis "
18386,82330,"CALCIUM IONIZED "
18387,82375,"CARBOXYHEMOGLOBIN QN "
18388,85220,"FACTOR 5 LABILE "
18389,89055,"FECAL WBC COUNT QL "
18390,88172,"FNA SAMPLE ADEQUACY IMM "
18391,82746,"FOLATE (FOLIC ACID) SER "
18392,83001,"FSH "
18393,82542,"GC MS QUANTITATIVE "
18394,83520,"GLOMERULAR AB EIA QN "
18395,89320,"SEMEN ANALYSIS COMPLETE "
18396,80195,"SIROLIMUS RAPAMUNE QN "
18397,87205,"SMEAR FUNGUS STAIN "
18398,84302,"SODIUM OTHER "
18399,86000,"BRUCELLA ABORT AGG "
18400,86300,"CA 27-29 QN "
18401,82379,"CARNITINE TOT & FREE QN "
18402,82383,"CATECHOLAMINES BLD "
18403,86978,"PRETREAT SERUM ABSORP EA "
18404,84153,"PROS SPEC AG (PSA) TOTAL "
18405,85305,"PROTEIN S ANTIGEN TOTAL "
18406,85611,"PT SUBSTITUTION MIXING "
18407,86256,"RETICULIN FA AB IGA TIT "
18408,87254,"RPD SHELL CULT PARINFLU1 "
18409,84481,"T3 FREE "
18410,84480,"T3 TOTAL "
18411,80197,"TACROLIMUS QUANT "
18412,84402,"TESTOSTERONE FREE "
18413,86931,"THAW BLOOD UNIT EACH "
18414,84430,"THIOCYANATES "
18415,80186,"PHENYTOIN DILANTIN FR QN "
18416,86148,"PHOSPHATIDYLSER AB IGG "
18417,81220,"CFTR COMMON VARIANTS "
18418,86631,"CHLAMYDIA TRACH IGG "
18419,88261,"CHROM & KARYOTYPE 5 BM "
18420,87497,"CMV DNA QN "
18421,84255,"SELENIUM "
18422,84260,"SEROTONIN "
18423,84270,"SEX HORMONE BG "
18424,86235,"SJOGRENS B AB (SSB) "
18425,87206,"SMEAR AFB "
18426,84315,"SP GRAV BDY FLUID NOT UR "
18427,86162,"COMPLEMENT TOT CH50 "
18428,82533,"CORTISOL TOTAL "
18429,82570,"CREATININE UR "
18430,86922,"CROSSMATCH IGG AHG "
18431,82595,"CRYOGLOBULINS QL SQN "
18432,89060,"CRYSTALS BODY FL "
18433,87081,"CULT BORDETELLA PERT SCR "
18434,87102,"CULT FUNGUS OTHER SRC "
18435,87071,"CULT QN WOUND "
18436,87147,"CULT TYPE AGGLUT "
18437,87252,"CULT VARICELLA ZOSTER "
18438,87081,"CULT VIBRIO SCR "
18439,87040,"CULTURE BLOOD "
18440,87070,"CULTURE BRONCH WASH "
18441,87045,"CULTURE STOOL "
18442,87070,"CULTURE TISSUE "
18443,88108,"CYTOLOGY CONC & INTERP "
18444,85379,"D-DIMER QUANT "
18445,80320,"DEF DRUG ALCOHOLS "
18446,87802,"STREP GR B OPTICAL IA "
18447,86256,"STRIATED MUSC FA AB TIT "
18448,88302,"SURG PATH LEVEL 2 "
18449,88305,"SURG PATH LEVEL 4 "
18450,88309,"SURG PATH LEVEL 6 "
18451,80051,"ELECTROLYTE PANEL "
18452,86651,"ENCEPH LACROSSE ABQL IGG "
18453,85048,"WBC COUNT BLD AUTO "
18454,80203,"ZONISAMIDE ZONEGRAN QN "
18455,86617,"LYME AB IGG WESTERN BLOT "
18456,86618,"LYME DISEASE AB QL "
18457,88360,"M A IHC HER-2NEU QT/SQT "
18458,86309,"MONO TITER (HETEROPHILE) "
18459,83874,"MYOGLOBIN URINE "
18460,86304,"CA 125 QN "
18461,85732,"SILICA CLOTTING TIME "
18462,84295,"SODIUM BLD "
18463,81025,"PREG URINE QUAL BY DOO "
18464,85306,"PROTEIN S FUNCTIONAL "
18465,83970,"PTH C TERMINAL "
18466,82308,"CALCITONIN "
18467,82380,"CAROTENE "
18468,86256,"RETICULIN FA AB IGG TIT "
18469,86671,"SACCHAROMYCES AB IGG "
18470,87147,"SHIGELLA TYPING AGG "
18471,87207,"SMEAR CYCLOSPORA STAIN "
18472,86235,"SMITH ANTIBODY "
18473,77470,"SP TREATMENT "
18474,88300,"SURG PATH LEVEL 1 "
18475,88304,"SURG PATH LEVEL 3 "
18476,87184,"SUSC 1-12 DISKS "
18477,86157,"COLD AGGLUTININ TITER "
18478,86160,"COMPLEMENT C8 "
18479,82525,"COPPER BLD "
18480,86658,"COXSACKIE B4 AB QUAL "
18481,86658,"COXSACKIE B5 AB QUAL "
18482,86403,"CRYPTOCOCCAL AG LATEX "
18483,87252,"CULT ADENOVIRUS "
18484,87116,"CULT AFB "
18485,87109,"CULT MYCOPLASMA "
18486,81231,"CYP3A5 COMMON VARIANTS "
18487,88120,"CYTO INSITU HYB 3-5 MAN "
18488,80346,"DEF DRUG BENZODIAZ 1-12 "
18489,80349,"DEF DRUG CANNABINOID NAT "
18490,86225,"DS DNA AB "
18491,87798,"EBV AMP PROBE "
18492,86665,"EBV CAPSID IGM QUAL "
18493,86592,"RPR QUAL "
18494,83003,"GROWTH HORMONE (HGH) "
18495,84702,"HCG BETA QUANTITATIVE "
18496,84702,"HCG QUANT TUMOR "
18497,85018,"HEMOGLOBIN "
18498,83020,"HEMOGLOBIN A2 EP "
18499,81479,"HER2 BY PCR "
18500,83088,"HISTAMINE BLOOD "
18501,88314,"HISTOCHEM STAIN & FS "
18502,86698,"HISTOPLASMA AB QL "
18503,83150,"HOMOVANILLIC ACID UR "
18504,86689,"HTLV WESTERN BLOT "
18505,81120,"IDH1 COMMON VARIANTS "
18506,88350,"IF PER SPEC EA ADDL AB S "
18507,82787,"IGG SUBCLASSES EA "
18508,88361,"IHC ER QN/SQN COMP ASST "
18509,86335,"IMMUNOFIX ELECTRO UR "
18510,88342,"IMMUNOHISTOCHEM EA AB "
18511,84132,"POTASSIUM BLD "
18512,85610,"PROTIME "
18513,86431,"RA QN "
18514,84244,"RENIN "
18515,77778,"CB INTERST APP COMP "
18516,82378,"CEA "
18517,82435,"CHLORIDE BLD "
18518,86332,"CIC DET IMMUNE COMP "
18519,87496,"CMV AMP PROBE "
18520,86644,"CMV IGG QUAL "
18521,86160,"COMPLEMENT C5 "
18522,86160,"COMPLEMENT C7 "
18523,80179,"SALICYLATE QN "
18524,83690,"LIPASE "
18525,83701,"LIPOPROTEIN ULTRA QN BLD "
18526,80178,"LITHIUM QN "
18527,88360,"M A ER IHC AB QT/SQT MAN "
18528,81402,"MOLPATH TIER 2 LEVEL 3 "
18529,83519,"MUSK ANTIBODY RIA QN "
18530,86738,"MYCOPLASMA AB IGM QL "
18531,83525,"INSULIN TOTAL "
18532,83670,"LEUC AMINOPEPTIDASE "
18533,80177,"LEVETIRACETAM QN "
18534,36000,"NDL/INCATH VEIN "
18535,82533,"CORTISOL TOTAL .5 HR "
18536,86658,"COXSACKIE B3 AB QUAL "
18537,82550,"CREAT KINASE (CK) TOTAL "
18538,87206,"CRYPTOSPORIDIUM SMEAR "
18539,87252,"CULT CMV "
18540,87081,"CULT DIPHTHERIA SCR "
18541,87102,"CULT FUNGUS RESPIRATORY "
18542,87252,"CULT HERPES SIMP 1&2 "
18543,87070,"CULTURE ASPIRATE "
18544,81228,"CYTOGEN MARRAY COPY NO "
18545,82626,"DHEA "
18546,80162,"DIGOXIN QN "
18547,88182,"DNA CELL CYCLE FC "
18548,86965,"PLATELET UNIT POOLING "
18549,85576,"PLT AGGREGATE A ACID "
18550,85576,"PLT AGGREGATE COLL/ADP "
18551,87197,"SERUM CIDAL LEVEL "
18552,82310,"CALCIUM TOTAL "
18553,87046,"CAMPYLOBACTER ADD PLATE "
18554,86580,"SKIN TB-PPD "
18555,87205,"SMEAR EOSINOPHILS STAIN "
18556,87207,"SMEAR MALARIA STAIN "
18557,87207,"SMEAR MICROSPORIDIUM STN "
18558,84300,"SODIUM UR "
18559,84305,"SOMATOMEDIN A IGF-2 "
18560,88333,"TOUCH PREP INITIAL SITE "
18561,77331,"TR DOSIMETRY "
18562,77300,"TR DOSIMETRY BASIC "
18563,84466,"TRANSFERRIN "
18564,84478,"TRIGLYCERIDES "
18565,84235,"TSH RECEPT ASSAY NOT AB "
18566,86762,"RUBELLA IGG "
18567,76965,"USG RADIOELEMENT APP "
18568,80164,"VALPROIC ACID (DEPAKENE) "
18569,85396,"VISCOELASTIC CLOT INT/RP "
18570,86790,"ZIKA VIRUS AB IGG "
18571,85540,"LEUKO ALK PHOS STAIN "
18572,83002,"LH "
18573,80176,"LIDOCAINE QN "
18574,83735,"MAGNESIUM BLD "
18575,83735,"MAGNESIUM OTHER "
18576,83825,"MERCURY BLD QUANT "
18577,83825,"MERCURY UR QUANT "
18578,85549,"MURAMIDASE LYSOZYME "
18579,86235,"N-RNP ANTIBODY "
18580,86255,"NEURONAL NUC FA AB QL "
18581,82784,"IGA EA "
18582,88342,"IHC AB STAIN "
18583,88361,"IHC KI-67QNSQN COMP ASST "
18584,82104,"A-1-ANTITRYPSIN PHENO "
18585,82009,"ACETONE BLD QL "
18586,85475,"ACID HEMOLYSIN "
18587,86603,"ADENOVIRUS AB QL "
18588,84588,"ADH (VASOPRESSIN) "
18589,84080,"ALK PHOS ISOENZYMES "
18590,82105,"ALPHA FETOPROT SERUM "
18591,80150,"AMIKACIN QUANT "
18592,87076,"ANAEROBIC ORG ID "
18593,82164,"ANGIOTENSIN I CONV ENZ "
18594,86060,"ANTISTREPTOLYSIN O QN "
18595,86317,"BABESIA MICROTI AB QN "
18596,86360,"T CELLS CD4 8 RATIO "
18597,87798,"T WHIPPLEI AMP PROBE "
18598,84482,"T3 REVERSE "
18599,86000,"PARATYPHOID A AGG "
18600,85420,"PLASMINOGEN ACTIVITY "
18601,85557,"OSMOTIC FRAGILITY INCUB "
18602,83516,"PARIETAL CELL AB IA QL "
18603,86710,"INFLUENZA A VIRUS AB IGG "
18604,86658,"COXSACKIE B2 AB QUAL "
18605,82575,"CREATININE CLEARANCE "
18606,86920,"CROSSMATCH IMM SPIN "
18607,87101,"CULT FUNGUS SKIN "
18608,87071,"CULT QN CATH TIP "
18609,87070,"CULTURE EYE "
18610,82600,"CYANIDE "
18611,80158,"CYCLOSPORINE QUANT "
18612,81230,"CYP3A4 COMMON VARIANTS "
18613,82610,"CYSTATIN C "
18614,88104,"CYTO FWB SMEAR & INTERP "
18615,88160,"CYTO SMEAR SCR & INTERP "
18616,88364,"ISH/FISH EA ADDL PROBE "
18617,83605,"LACTIC ACID "
18618,83615,"LDH (LD) "
18619,83655,"LEAD URINE "
18620,86713,"LEGIONELLA AB QUAL "
18621,86361,"T CELLS CD4 COUNT "
18622,86800,"THYROGLOBULIN AB QUANT "
18623,77280,"TR SIMULATION SIMPLE "
18624,77332,"TR TREAT DEVICE SIMPLE "
18625,82627,"DHEA-S "
18626,80299,"DISOPYRAMIDE NORPACE QN "
18627,80307,"DRUG SCR ANY NBR PER DOS "
18628,86663,"EBV EARLY DIFFUSE "
18629,86658,"ECHOVIRUS AB QUAL "
18630,86653,"ENCEPH ST LOUIS ABQL IGG "
18631,86654,"ENCEPH W EQUINE ABQL IGG "
18632,82668,"ERYTHROPOIETIN QN "
18633,82693,"ETHYLENE GLYCOL "
18634,85270,"FACTOR 11 ACTIVITY "
18635,85280,"FACTOR 12 ASSAY "
18636,85247,"FACTOR 8 VW MULTIMERS "
18637,88185,"FC ADD "
18638,82728,"FERRITIN "
18639,83661,"FETAL LUNG MAT LS RATIO "
18640,85384,"FIBRINOGEN ACTIVITY "
18641,80181,"FLECAINIDE TAMBOCOR QN "
18642,83520,"TRYPSIN EIA QUANT OTHER "
18643,86000,"TULAREMIA AGG "
18644,81001,"UA W MICRO AUTO "
18645,29580,"UNNA BOOT "
18646,80202,"VANCOMYCIN PEAK "
18647,80202,"VANCOMYCIN QUANT "
18648,86787,"VARIC ZOSTER IGM "
18649,84590,"VITAMIN A "
18650,82945,"GLUCOSE BODY FLD QN "
18651,86790,"HANTAVIRUS AB QL "
18652,81257,"HBA1/HBA2 COM DEL OR VAR "
18653,87380,"HEP DELTA AGENT AG EIA "
18654,87532,"HERPES 6 AMP PROBE "
18655,88319,"HISTOCHM ENZYME STAIN EA "
18656,86698,"HISTOPLASMA MYCEL AB QL "
18657,87536,"HIV 1 RNA QN "
18658,81108,"HPA-4 COM VAR HPA-4A/B "
18659,86688,"HTLV2 AB QUAL "
18660,88361,"IHC QN/SQN EA AB COMP "
18661,85230,"FACTOR 7 STABLE "
18662,85245,"FACTOR 8 RISTOCETIN "
18663,85362,"FDP SEMIQUANT "
18664,80299,"FUROSEMIDE LASIX QN "
18665,82955,"G-6-PD QUANT "
18666,80171,"GABAPENTIN NEURONTIN QN "
18667,82775,"GALACTOSE 1 PUT QUANT "
18668,86677,"H PYLORI AB QL IGG "
18669,86677,"H PYLORI AB QL IGM "
18670,83070,"HEMOSIDERIN QUAL "
18671,87529,"HERPES SIMP AMP PROBE "
18672,86658,"ECHOVIRUS TYPE 4 AB "
18673,82656,"ELASTASE PANCREAT QL SQN "
18674,86652,"ENCEPH E EQUINE ABQL IGM "
18675,86788,"ENCEPH WEST NILE AB IGM "
18676,77762,"CB INTRACAV APP INTR "
18677,86480,"TB GAMMA INTERFERON RESP "
18678,84445,"THYROID STIM IMMUNO TSI "
18679,77417,"TR PORT IMAGE "
18680,77290,"TR SIMULATION COMPLEX "
18681,88342,"CERB B2 HER2NEU PEROX AB "
18682,82390,"CERULOPLASMIN "
18683,82436,"CHLORIDE UR "
18684,86022,"14C-SEROTONIN RELEASE "
18685,84066,"ACID PHOSPHATASE PROST "
18686,84060,"ACID PHOSPHATASE TOT "
18687,87809,"ADENOVIRUS AG DOO IA "
18688,87077,"AEROBIC ORG ID "
18689,82042,"ALBUMIN OTHER QN "
18690,82085,"ALDOLASE "
18691,84075,"ALK PHOS (ALP) "
18692,82108,"ALUMINUM "
18693,80151,"AMIODARONE QN "
18694,80324,"AMPHETAMINE QN "
18695,82150,"AMYLASE FL "
18696,86886,"ANTIBODY TITER EA INDIR "
18697,82175,"ARSENIC UR "
18698,80345,"BARBITURATES QN "
18699,77334,"TR TREAT DEVICE CPLEX "
18700,84484,"TROPONIN QUANT "
18701,83520,"TRYPTASE IA QN "
18702,86000,"TYPHOID H AGG "
18703,86000,"TYPHOID O AGG "
